Path,Image,Class,Type,Solver,Tour Length,PAR10,Log PAR10,PQR10,Log PQR10
eax---lkh---sophisticated/1000-111.tsp,eax---lkh/1000-111-sophisticated.png,0,1,EAXrestart,17.6936,2.6799,0.9858,2.6385,0.9702
eax---lkh---sophisticated/1000-111.tsp,eax---lkh/1000-111-sophisticated.png,0,1,LKHrestart,17.6939,36000,10.4913,36000,10.4913
eax---lkh---sophisticated/1000-112.tsp,eax---lkh/1000-112-sophisticated.png,0,1,EAXrestart,20.6719,3.459,1.241,3.4415,1.2359
eax---lkh---sophisticated/1000-112.tsp,eax---lkh/1000-112-sophisticated.png,0,1,LKHrestart,20.6719,24.2118,3.1868,22.514,3.1141
eax---lkh---sophisticated/1000-113.tsp,eax---lkh/1000-113-sophisticated.png,0,1,EAXrestart,22.9502,3.7567,1.3235,3.2865,1.1898
eax---lkh---sophisticated/1000-113.tsp,eax---lkh/1000-113-sophisticated.png,0,1,LKHrestart,22.9502,8637.9117,9.0639,2217.1805,7.704
eax---lkh---sophisticated/1000-114.tsp,eax---lkh/1000-114-sophisticated.png,0,1,EAXrestart,21.5323,3.6774,1.3022,3.6045,1.2822
eax---lkh---sophisticated/1000-114.tsp,eax---lkh/1000-114-sophisticated.png,0,1,LKHrestart,21.5323,2.9232,1.0727,1.822,0.5999
eax---lkh---sophisticated/1000-115.tsp,eax---lkh/1000-115-sophisticated.png,0,1,EAXrestart,18.9223,3.519,1.2582,3.533,1.2621
eax---lkh---sophisticated/1000-115.tsp,eax---lkh/1000-115-sophisticated.png,0,1,LKHrestart,18.9223,285.0179,5.6526,197.1945,5.2842
eax---lkh---sophisticated/1000-116.tsp,eax---lkh/1000-116-sophisticated.png,0,1,EAXrestart,19.2577,4.0767,1.4053,3.1155,1.1364
eax---lkh---sophisticated/1000-116.tsp,eax---lkh/1000-116-sophisticated.png,0,1,LKHrestart,19.2577,12215.9134,9.4105,3053.925,8.0242
eax---lkh---sophisticated/1000-117.tsp,eax---lkh/1000-117-sophisticated.png,0,1,EAXrestart,19.8717,3.0169,1.1042,3.09,1.1282
eax---lkh---sophisticated/1000-117.tsp,eax---lkh/1000-117-sophisticated.png,0,1,LKHrestart,19.8717,593.8773,6.3867,559.5105,6.3271
eax---lkh---sophisticated/1000-118.tsp,eax---lkh/1000-118-sophisticated.png,0,1,EAXrestart,23.0972,6.6999,1.9021,4.905,1.5903
eax---lkh---sophisticated/1000-118.tsp,eax---lkh/1000-118-sophisticated.png,0,1,LKHrestart,23.0972,30.1094,3.4048,28.0465,3.3339
eax---lkh---sophisticated/1000-119.tsp,eax---lkh/1000-119-sophisticated.png,0,1,EAXrestart,20.7015,3.848,1.3476,3.3815,1.2183
eax---lkh---sophisticated/1000-119.tsp,eax---lkh/1000-119-sophisticated.png,0,1,LKHrestart,20.7015,213.4459,5.3634,228.785,5.4328
eax---lkh---sophisticated/1000-12.tsp,eax---lkh/1000-12-sophisticated.png,0,1,EAXrestart,21.1615,3.7405,1.3192,3.295,1.1924
eax---lkh---sophisticated/1000-12.tsp,eax---lkh/1000-12-sophisticated.png,0,1,LKHrestart,21.1615,315.77,5.755,233.46,5.453
eax---lkh---sophisticated/1000-120.tsp,eax---lkh/1000-120-sophisticated.png,0,1,EAXrestart,20.175,3.708,1.3105,3.071,1.122
eax---lkh---sophisticated/1000-120.tsp,eax---lkh/1000-120-sophisticated.png,0,1,LKHrestart,20.175,32620.1208,10.3927,36000,10.4913
eax---lkh---sophisticated/1000-121.tsp,eax---lkh/1000-121-sophisticated.png,0,1,EAXrestart,23.5068,3.6453,1.2934,3.566,1.2714
eax---lkh---sophisticated/1000-121.tsp,eax---lkh/1000-121-sophisticated.png,0,1,LKHrestart,23.5068,53.8637,3.9865,40.2445,3.695
eax---lkh---sophisticated/1000-122.tsp,eax---lkh/1000-122-sophisticated.png,0,1,EAXrestart,18.5822,2.7891,1.0257,2.851,1.0477
eax---lkh---sophisticated/1000-122.tsp,eax---lkh/1000-122-sophisticated.png,0,1,LKHrestart,18.5822,1014.6855,6.9223,684.427,6.5286
eax---lkh---sophisticated/1000-123.tsp,eax---lkh/1000-123-sophisticated.png,0,1,EAXrestart,21.0259,3.1362,1.143,3.1665,1.1526
eax---lkh---sophisticated/1000-123.tsp,eax---lkh/1000-123-sophisticated.png,0,1,LKHrestart,21.0259,1036.352,6.9435,937.888,6.8436
eax---lkh---sophisticated/1000-124.tsp,eax---lkh/1000-124-sophisticated.png,0,1,EAXrestart,22.6425,3.5819,1.2759,3.546,1.2658
eax---lkh---sophisticated/1000-124.tsp,eax---lkh/1000-124-sophisticated.png,0,1,LKHrestart,22.6425,389.0015,5.9636,296.8895,5.6934
eax---lkh---sophisticated/1000-125.tsp,eax---lkh/1000-125-sophisticated.png,0,1,EAXrestart,19.4293,3.167,1.1528,3.165,1.1522
eax---lkh---sophisticated/1000-125.tsp,eax---lkh/1000-125-sophisticated.png,0,1,LKHrestart,19.4293,57.9196,4.0591,51.7245,3.9459
eax---lkh---sophisticated/1000-126.tsp,eax---lkh/1000-126-sophisticated.png,0,1,EAXrestart,23.0272,4.641,1.5349,3.8735,1.3542
eax---lkh---sophisticated/1000-126.tsp,eax---lkh/1000-126-sophisticated.png,0,1,LKHrestart,23.0272,331.3073,5.803,270.3865,5.5999
eax---lkh---sophisticated/1000-127.tsp,eax---lkh/1000-127-sophisticated.png,0,1,EAXrestart,21.4873,3.2717,1.1853,3.263,1.1826
eax---lkh---sophisticated/1000-127.tsp,eax---lkh/1000-127-sophisticated.png,0,1,LKHrestart,21.4884,11911.9444,9.3853,2221.346,7.7059
eax---lkh---sophisticated/1000-128.tsp,eax---lkh/1000-128-sophisticated.png,0,1,EAXrestart,18.159,3.4224,1.2303,3.459,1.241
eax---lkh---sophisticated/1000-128.tsp,eax---lkh/1000-128-sophisticated.png,0,1,LKHrestart,18.1594,36000,10.4913,36000,10.4913
eax---lkh---sophisticated/1000-129.tsp,eax---lkh/1000-129-sophisticated.png,0,1,EAXrestart,21.6716,3.4367,1.2345,3.4665,1.2431
eax---lkh---sophisticated/1000-129.tsp,eax---lkh/1000-129-sophisticated.png,0,1,LKHrestart,21.6716,29.8299,3.3955,19.4075,2.9657
eax---lkh---sophisticated/1000-13.tsp,eax---lkh/1000-13-sophisticated.png,0,1,EAXrestart,20.6815,5.3471,1.6766,3.393,1.2217
eax---lkh---sophisticated/1000-13.tsp,eax---lkh/1000-13-sophisticated.png,0,1,LKHrestart,20.6878,29472.5079,10.2912,36000,10.4913
eax---lkh---sophisticated/1000-130.tsp,eax---lkh/1000-130-sophisticated.png,0,1,EAXrestart,19.7983,6.3573,1.8496,3.9615,1.3766
eax---lkh---sophisticated/1000-130.tsp,eax---lkh/1000-130-sophisticated.png,0,1,LKHrestart,19.7983,43.1587,3.7649,43.5395,3.7737
eax---lkh---sophisticated/1000-131.tsp,eax---lkh/1000-131-sophisticated.png,0,1,EAXrestart,21.1522,3.4105,1.2269,3.377,1.217
eax---lkh---sophisticated/1000-131.tsp,eax---lkh/1000-131-sophisticated.png,0,1,LKHrestart,21.1523,25979.2918,10.1651,36000,10.4913
eax---lkh---sophisticated/1000-132.tsp,eax---lkh/1000-132-sophisticated.png,0,1,EAXrestart,18.8556,3.3187,1.1996,2.957,1.0842
eax---lkh---sophisticated/1000-132.tsp,eax---lkh/1000-132-sophisticated.png,0,1,LKHrestart,18.8556,87.3379,4.4698,46.1115,3.8311
eax---lkh---sophisticated/1000-133.tsp,eax---lkh/1000-133-sophisticated.png,0,1,EAXrestart,19.0694,3.9995,1.3862,3.8805,1.356
eax---lkh---sophisticated/1000-133.tsp,eax---lkh/1000-133-sophisticated.png,0,1,LKHrestart,19.0694,2.9585,1.0847,2.427,0.8867
eax---lkh---sophisticated/1000-134.tsp,eax---lkh/1000-134-sophisticated.png,0,1,EAXrestart,22.9371,3.3931,1.2217,3.3335,1.204
eax---lkh---sophisticated/1000-134.tsp,eax---lkh/1000-134-sophisticated.png,0,1,LKHrestart,22.9371,201.0116,5.3034,156.357,5.0521
eax---lkh---sophisticated/1000-135.tsp,eax---lkh/1000-135-sophisticated.png,0,1,EAXrestart,21.9756,3.9559,1.3752,3.4015,1.2242
eax---lkh---sophisticated/1000-135.tsp,eax---lkh/1000-135-sophisticated.png,0,1,LKHrestart,21.9756,28978.4668,10.2743,36000,10.4913
eax---lkh---sophisticated/1000-136.tsp,eax---lkh/1000-136-sophisticated.png,0,1,EAXrestart,21.2563,3.4891,1.2496,3.479,1.2467
eax---lkh---sophisticated/1000-136.tsp,eax---lkh/1000-136-sophisticated.png,0,1,LKHrestart,21.2563,4306.111,8.3678,638.3705,6.4589
eax---lkh---sophisticated/1000-137.tsp,eax---lkh/1000-137-sophisticated.png,0,1,EAXrestart,16.9806,2.5652,0.942,2.6065,0.958
eax---lkh---sophisticated/1000-137.tsp,eax---lkh/1000-137-sophisticated.png,0,1,LKHrestart,16.9857,36000,10.4913,36000,10.4913
eax---lkh---sophisticated/1000-138.tsp,eax---lkh/1000-138-sophisticated.png,0,1,EAXrestart,20.5192,3.3231,1.2009,3.259,1.1814
eax---lkh---sophisticated/1000-138.tsp,eax---lkh/1000-138-sophisticated.png,0,1,LKHrestart,20.5192,215.0327,5.3708,109.7705,4.6984
eax---lkh---sophisticated/1000-139.tsp,eax---lkh/1000-139-sophisticated.png,0,1,EAXrestart,20.9419,3.0235,1.1064,3.012,1.1026
eax---lkh---sophisticated/1000-139.tsp,eax---lkh/1000-139-sophisticated.png,0,1,LKHrestart,20.9419,50.9974,3.9318,23.539,3.1587
eax---lkh---sophisticated/1000-14.tsp,eax---lkh/1000-14-sophisticated.png,0,1,EAXrestart,20.3451,3.2199,1.1694,3.2395,1.1754
eax---lkh---sophisticated/1000-14.tsp,eax---lkh/1000-14-sophisticated.png,0,1,LKHrestart,20.3451,2.4032,0.8768,2.0135,0.6999
eax---lkh---sophisticated/1000-140.tsp,eax---lkh/1000-140-sophisticated.png,0,1,EAXrestart,19.3326,3.4052,1.2253,3.3675,1.2142
eax---lkh---sophisticated/1000-140.tsp,eax---lkh/1000-140-sophisticated.png,0,1,LKHrestart,19.3326,1271.8332,7.1482,1190.317,7.082
eax---lkh---sophisticated/1000-141.tsp,eax---lkh/1000-141-sophisticated.png,0,1,EAXrestart,19.9985,2.9708,1.0888,3.0595,1.1183
eax---lkh---sophisticated/1000-141.tsp,eax---lkh/1000-141-sophisticated.png,0,1,LKHrestart,19.9985,32405.4376,10.3861,36000,10.4913
eax---lkh---sophisticated/1000-142.tsp,eax---lkh/1000-142-sophisticated.png,0,1,EAXrestart,20.0443,4.7706,1.5625,3.4985,1.2523
eax---lkh---sophisticated/1000-142.tsp,eax---lkh/1000-142-sophisticated.png,0,1,LKHrestart,20.0443,25484.7898,10.1458,36000,10.4913
eax---lkh---sophisticated/1000-143.tsp,eax---lkh/1000-143-sophisticated.png,0,1,EAXrestart,22.425,3.6832,1.3038,3.7265,1.3155
eax---lkh---sophisticated/1000-143.tsp,eax---lkh/1000-143-sophisticated.png,0,1,LKHrestart,22.425,147.2138,4.9919,149.2305,5.0055
eax---lkh---sophisticated/1000-144.tsp,eax---lkh/1000-144-sophisticated.png,0,1,EAXrestart,20.7351,3.3309,1.2032,3.345,1.2075
eax---lkh---sophisticated/1000-144.tsp,eax---lkh/1000-144-sophisticated.png,0,1,LKHrestart,20.7351,15490.0548,9.648,2579.2895,7.8553
eax---lkh---sophisticated/1000-145.tsp,eax---lkh/1000-145-sophisticated.png,0,1,EAXrestart,19.9665,4.826,1.574,3.3865,1.2198
eax---lkh---sophisticated/1000-145.tsp,eax---lkh/1000-145-sophisticated.png,0,1,LKHrestart,19.9667,25839.3306,10.1597,36000,10.4913
eax---lkh---sophisticated/1000-146.tsp,eax---lkh/1000-146-sophisticated.png,0,1,EAXrestart,20.1921,3.9719,1.3792,3.2875,1.1901
eax---lkh---sophisticated/1000-146.tsp,eax---lkh/1000-146-sophisticated.png,0,1,LKHrestart,20.1921,954.8613,6.8616,856.252,6.7526
eax---lkh---sophisticated/1000-147.tsp,eax---lkh/1000-147-sophisticated.png,0,1,EAXrestart,20.2576,5.0149,1.6124,3.3125,1.1977
eax---lkh---sophisticated/1000-147.tsp,eax---lkh/1000-147-sophisticated.png,0,1,LKHrestart,20.2576,364.0315,5.8972,360.022,5.8862
eax---lkh---sophisticated/1000-148.tsp,eax---lkh/1000-148-sophisticated.png,0,1,EAXrestart,22.245,4.3852,1.4782,3.432,1.2331
eax---lkh---sophisticated/1000-148.tsp,eax---lkh/1000-148-sophisticated.png,0,1,LKHrestart,22.245,445.6972,6.0996,342.833,5.8372
eax---lkh---sophisticated/1000-149.tsp,eax---lkh/1000-149-sophisticated.png,0,1,EAXrestart,20.6503,3.6283,1.2888,3.1455,1.146
eax---lkh---sophisticated/1000-149.tsp,eax---lkh/1000-149-sophisticated.png,0,1,LKHrestart,20.6503,582.6395,6.3676,372.006,5.9189
eax---lkh---sophisticated/1000-15.tsp,eax---lkh/1000-15-sophisticated.png,0,1,EAXrestart,18.5202,2.6359,0.9692,2.652,0.9753
eax---lkh---sophisticated/1000-15.tsp,eax---lkh/1000-15-sophisticated.png,0,1,LKHrestart,18.5202,29216.5743,10.2825,36000,10.4913
eax---lkh---sophisticated/1000-150.tsp,eax---lkh/1000-150-sophisticated.png,0,1,EAXrestart,20.627,3.3519,1.2095,3.088,1.1275
eax---lkh---sophisticated/1000-150.tsp,eax---lkh/1000-150-sophisticated.png,0,1,LKHrestart,20.627,108.8427,4.6899,73.0485,4.2911
eax---lkh---sophisticated/1000-151.tsp,eax---lkh/1000-151-sophisticated.png,0,1,EAXrestart,22.7831,3.4803,1.2471,3.5145,1.2569
eax---lkh---sophisticated/1000-151.tsp,eax---lkh/1000-151-sophisticated.png,0,1,LKHrestart,22.7842,36000,10.4913,36000,10.4913
eax---lkh---sophisticated/1000-152.tsp,eax---lkh/1000-152-sophisticated.png,0,1,EAXrestart,19.4576,3.3161,1.1988,3.3285,1.2025
eax---lkh---sophisticated/1000-152.tsp,eax---lkh/1000-152-sophisticated.png,0,1,LKHrestart,19.4576,18404.2814,9.8203,36000,10.4913
eax---lkh---sophisticated/1000-153.tsp,eax---lkh/1000-153-sophisticated.png,0,1,EAXrestart,21.0767,3.2332,1.1735,3.2675,1.184
eax---lkh---sophisticated/1000-153.tsp,eax---lkh/1000-153-sophisticated.png,0,1,LKHrestart,21.0767,21.05,3.0469,17.0435,2.8358
eax---lkh---sophisticated/1000-154.tsp,eax---lkh/1000-154-sophisticated.png,0,1,EAXrestart,21.1553,4.3316,1.4659,3.45,1.2384
eax---lkh---sophisticated/1000-154.tsp,eax---lkh/1000-154-sophisticated.png,0,1,LKHrestart,21.1553,20.0749,2.9995,8.7825,2.1728
eax---lkh---sophisticated/1000-155.tsp,eax---lkh/1000-155-sophisticated.png,0,1,EAXrestart,18.9617,3.5787,1.275,3.225,1.1709
eax---lkh---sophisticated/1000-155.tsp,eax---lkh/1000-155-sophisticated.png,0,1,LKHrestart,18.9617,22092.3188,10.003,36000,10.4913
eax---lkh---sophisticated/1000-156.tsp,eax---lkh/1000-156-sophisticated.png,0,1,EAXrestart,18.767,2.818,1.036,2.8665,1.0531
eax---lkh---sophisticated/1000-156.tsp,eax---lkh/1000-156-sophisticated.png,0,1,LKHrestart,18.767,274.042,5.6133,184.5285,5.2178
eax---lkh---sophisticated/1000-157.tsp,eax---lkh/1000-157-sophisticated.png,0,1,EAXrestart,20.1008,5.4242,1.6909,3.6115,1.2841
eax---lkh---sophisticated/1000-157.tsp,eax---lkh/1000-157-sophisticated.png,0,1,LKHrestart,20.1008,32.5218,3.4819,24.7775,3.2099
eax---lkh---sophisticated/1000-158.tsp,eax---lkh/1000-158-sophisticated.png,0,1,EAXrestart,20.2321,4.5559,1.5164,3.5265,1.2603
eax---lkh---sophisticated/1000-158.tsp,eax---lkh/1000-158-sophisticated.png,0,1,LKHrestart,20.2321,64.4837,4.1664,49.9335,3.9107
eax---lkh---sophisticated/1000-159.tsp,eax---lkh/1000-159-sophisticated.png,0,1,EAXrestart,20.7319,3.3459,1.2077,3.3335,1.204
eax---lkh---sophisticated/1000-159.tsp,eax---lkh/1000-159-sophisticated.png,0,1,LKHrestart,20.7323,32748.0419,10.3966,36000,10.4913
eax---lkh---sophisticated/1000-16.tsp,eax---lkh/1000-16-sophisticated.png,0,1,EAXrestart,17.238,2.7247,1.0024,2.668,0.9813
eax---lkh---sophisticated/1000-16.tsp,eax---lkh/1000-16-sophisticated.png,0,1,LKHrestart,17.238,774.5078,6.6522,575.728,6.3556
eax---lkh---sophisticated/1000-160.tsp,eax---lkh/1000-160-sophisticated.png,0,1,EAXrestart,19.9836,4.2486,1.4466,3.099,1.1311
eax---lkh---sophisticated/1000-160.tsp,eax---lkh/1000-160-sophisticated.png,0,1,LKHrestart,19.9836,4706.3287,8.4567,1267.5245,7.1448
eax---lkh---sophisticated/1000-161.tsp,eax---lkh/1000-161-sophisticated.png,0,1,EAXrestart,21.6656,4.1648,1.4267,3.676,1.3018
eax---lkh---sophisticated/1000-161.tsp,eax---lkh/1000-161-sophisticated.png,0,1,LKHrestart,21.6656,424.9304,6.0519,362.155,5.8921
eax---lkh---sophisticated/1000-162.tsp,eax---lkh/1000-162-sophisticated.png,0,1,EAXrestart,20.8784,4.3355,1.4668,3.3415,1.2064
eax---lkh---sophisticated/1000-162.tsp,eax---lkh/1000-162-sophisticated.png,0,1,LKHrestart,20.8784,25529.8376,10.1476,36000,10.4913
eax---lkh---sophisticated/1000-163.tsp,eax---lkh/1000-163-sophisticated.png,0,1,EAXrestart,19.7592,3.1516,1.1479,3.168,1.1531
eax---lkh---sophisticated/1000-163.tsp,eax---lkh/1000-163-sophisticated.png,0,1,LKHrestart,19.7592,191.4506,5.2546,195.2455,5.2743
eax---lkh---sophisticated/1000-164.tsp,eax---lkh/1000-164-sophisticated.png,0,1,EAXrestart,17.6739,4.3505,1.4703,3.091,1.1285
eax---lkh---sophisticated/1000-164.tsp,eax---lkh/1000-164-sophisticated.png,0,1,LKHrestart,17.6766,25709.8579,10.1546,36000,10.4913
eax---lkh---sophisticated/1000-165.tsp,eax---lkh/1000-165-sophisticated.png,0,1,EAXrestart,20.6984,3.2828,1.1887,3.32,1.2
eax---lkh---sophisticated/1000-165.tsp,eax---lkh/1000-165-sophisticated.png,0,1,LKHrestart,20.6984,17.7817,2.8782,15.139,2.7173
eax---lkh---sophisticated/1000-166.tsp,eax---lkh/1000-166-sophisticated.png,0,1,EAXrestart,21.8676,4.6052,1.5272,3.508,1.255
eax---lkh---sophisticated/1000-166.tsp,eax---lkh/1000-166-sophisticated.png,0,1,LKHrestart,21.8676,439.6342,6.0859,488.239,6.1908
eax---lkh---sophisticated/1000-167.tsp,eax---lkh/1000-167-sophisticated.png,0,1,EAXrestart,22.1991,3.8674,1.3526,3.346,1.2078
eax---lkh---sophisticated/1000-167.tsp,eax---lkh/1000-167-sophisticated.png,0,1,LKHrestart,22.1991,5381.3866,8.5907,2281.4475,7.7326
eax---lkh---sophisticated/1000-168.tsp,eax---lkh/1000-168-sophisticated.png,0,1,EAXrestart,21.6214,3.3167,1.199,3.31,1.1969
eax---lkh---sophisticated/1000-168.tsp,eax---lkh/1000-168-sophisticated.png,0,1,LKHrestart,21.6214,365.7734,5.902,280.406,5.6362
eax---lkh---sophisticated/1000-169.tsp,eax---lkh/1000-169-sophisticated.png,0,1,EAXrestart,18.1901,3.0103,1.102,3.033,1.1096
eax---lkh---sophisticated/1000-169.tsp,eax---lkh/1000-169-sophisticated.png,0,1,LKHrestart,18.1901,774.0971,6.6517,393.9205,5.9761
eax---lkh---sophisticated/1000-17.tsp,eax---lkh/1000-17-sophisticated.png,0,1,EAXrestart,20.7631,3.4315,1.233,3.4685,1.2437
eax---lkh---sophisticated/1000-17.tsp,eax---lkh/1000-17-sophisticated.png,0,1,LKHrestart,20.7631,139.4201,4.9375,125.651,4.8335
eax---lkh---sophisticated/1000-170.tsp,eax---lkh/1000-170-sophisticated.png,0,1,EAXrestart,21.189,3.3664,1.2138,3.3,1.1939
eax---lkh---sophisticated/1000-170.tsp,eax---lkh/1000-170-sophisticated.png,0,1,LKHrestart,21.189,22347.8444,10.0145,36000,10.4913
eax---lkh---sophisticated/1000-171.tsp,eax---lkh/1000-171-sophisticated.png,0,1,EAXrestart,15.4725,2.7743,1.0204,2.7915,1.0266
eax---lkh---sophisticated/1000-171.tsp,eax---lkh/1000-171-sophisticated.png,0,1,LKHrestart,15.4725,866.0403,6.7639,596.757,6.3915
eax---lkh---sophisticated/1000-172.tsp,eax---lkh/1000-172-sophisticated.png,0,1,EAXrestart,20.7485,4.2027,1.4357,3.627,1.2884
eax---lkh---sophisticated/1000-172.tsp,eax---lkh/1000-172-sophisticated.png,0,1,LKHrestart,20.7485,54.564,3.9994,23.939,3.1755
eax---lkh---sophisticated/1000-173.tsp,eax---lkh/1000-173-sophisticated.png,0,1,EAXrestart,19.9291,3.159,1.1503,3.1195,1.1377
eax---lkh---sophisticated/1000-173.tsp,eax---lkh/1000-173-sophisticated.png,0,1,LKHrestart,19.9291,201.0766,5.3037,150.2015,5.012
eax---lkh---sophisticated/1000-174.tsp,eax---lkh/1000-174-sophisticated.png,0,1,EAXrestart,22.079,3.1373,1.1434,3.251,1.179
eax---lkh---sophisticated/1000-174.tsp,eax---lkh/1000-174-sophisticated.png,0,1,LKHrestart,22.079,1561.9432,7.3537,1362.1555,7.2168
eax---lkh---sophisticated/1000-175.tsp,eax---lkh/1000-175-sophisticated.png,0,1,EAXrestart,19.5817,4.9725,1.6039,3.4945,1.2512
eax---lkh---sophisticated/1000-175.tsp,eax---lkh/1000-175-sophisticated.png,0,1,LKHrestart,19.5817,1522.7089,7.3282,1986.751,7.5943
eax---lkh---sophisticated/1000-176.tsp,eax---lkh/1000-176-sophisticated.png,0,1,EAXrestart,20.3766,2.8296,1.0401,2.867,1.0533
eax---lkh---sophisticated/1000-176.tsp,eax---lkh/1000-176-sophisticated.png,0,1,LKHrestart,20.3766,145.8045,4.9823,121.661,4.8012
eax---lkh---sophisticated/1000-177.tsp,eax---lkh/1000-177-sophisticated.png,0,1,EAXrestart,17.3042,2.8812,1.0582,2.8735,1.0555
eax---lkh---sophisticated/1000-177.tsp,eax---lkh/1000-177-sophisticated.png,0,1,LKHrestart,17.3042,1024.6612,6.9321,887.156,6.788
eax---lkh---sophisticated/1000-178.tsp,eax---lkh/1000-178-sophisticated.png,0,1,EAXrestart,20.8977,4.3953,1.4805,3.3845,1.2192
eax---lkh---sophisticated/1000-178.tsp,eax---lkh/1000-178-sophisticated.png,0,1,LKHrestart,20.9004,32693.6306,10.3949,36000,10.4913
eax---lkh---sophisticated/1000-179.tsp,eax---lkh/1000-179-sophisticated.png,0,1,EAXrestart,21.3196,3.7813,1.3301,3.309,1.1966
eax---lkh---sophisticated/1000-179.tsp,eax---lkh/1000-179-sophisticated.png,0,1,LKHrestart,21.3196,423.1331,6.0477,412.7325,6.0228
eax---lkh---sophisticated/1000-18.tsp,eax---lkh/1000-18-sophisticated.png,0,1,EAXrestart,19.4965,3.9409,1.3714,3.2765,1.1868
eax---lkh---sophisticated/1000-18.tsp,eax---lkh/1000-18-sophisticated.png,0,1,LKHrestart,19.4965,18980.7036,9.8512,36000,10.4913
